,name,title,medium,year,size,sale,sold,estimate,artist,gender,nationality,birthday,hometown
1979,Rameshwar Broota,Confrontation III,oil on canvas,2001,Height 99.8 in.; Width 99.5 in. / Height 253.4 cm.; Width 252.7 cm.,"250,000 - 350,000 USD ?",,Bought In,rameshwar-broota,,Indian,1941,"New Delhi, India"
1980,Rameshwar Broota,The Trial,oil on canvas,1978,Height 55 in.; Width 55 in. / Height 139.7 cm.; Width 139.7 cm.,"Christie's New York: Wednesday, September 23, 2020 [Lot 00418]
A Lasting Engagement: The Jane and Kito de Boer Collection","150,000 USD Premium","100,000 - 150,000 USD ?",rameshwar-broota,,Indian,1941,"New Delhi, India"
1981,Rameshwar Broota,The Last Chapter,oil on canvas,1982,Height 70 in.; Width 49.9 in. / Height 177.8 cm.; Width 126.7 cm.,"Christie's New York: Wednesday, September 23, 2020 [Lot 00465]
A Lasting Engagement: The Jane and Kito de Boer Collection","287,500 USD Premium","250,000 - 350,000 USD ?",rameshwar-broota,,Indian,1941,"New Delhi, India"
1982,T.V. Santhosh,A Survivor's Testimony,oil on canvas,2009,Height 47.7 in.; Width 72 in. / Height 121.2 cm.; Width 182.9 cm.,"Christie's New York: Wednesday, March 17, 2021 [Lot 01055]
South Asian Modern + Contemporary Art Including Works by Benodebehari Mukherjee from the Mrinalini Mukherjee Foundation","13,750 USD Premium","20,000 - 30,000 USD ?",tv-santhosh,male,Indian,1968,"Kerala, India"
1983,T.V. Santhosh,"Your Terrorist, Our Freedom Fighter",oil on canvas; diptych,2004,Height 59.4 in.; Width 95.1 in. / Height 150.8 cm.; Width 241.6 cm.,"Christie's New York: Wednesday, September 23, 2020 [Lot 00539]
South Asian Modern + Contemporary Art","18,750 USD Premium","25,000 - 35,000 USD ?",tv-santhosh,male,Indian,1968,"Kerala, India"
1984,Benode Behari Mukherjee,Roses,tempera on silk,1952,Height 15.2 in.; Width 8.5 in. / Height 38.7 cm.; Width 21.6 cm.,"Christie's New York: Wednesday, March 17, 2021 [Lot 01090]
South Asian Modern + Contemporary Art Including Works by Benodebehari Mukherjee from the Mrinalini Mukherjee Foundation",Bought In,"15,000 - 20,000 USD ?",benode-behari-mukherjee,male,Indian,1904,"West Bengal, India"
1985,Benode Behari Mukherjee,Frying Fish,oil on canvas board,Circa 1953,Height 12 in.; Width 12 in. / Height 30.5 cm.; Width 30.5 cm.,"30,000 - 50,000 USD ?",,"70,000 USD Premium ?",benode-behari-mukherjee,male,Indian,1904,"West Bengal, India"
1986,Benode Behari Mukherjee,Three Figures,tempera on silk,1954,Height 11.7 in.; Width 11.7 in. / Height 29.8 cm.; Width 29.8 cm.,"Christie's New York: Wednesday, March 17, 2021 [Lot 01075]
South Asian Modern + Contemporary Art Including Works by Benodebehari Mukherjee from the Mrinalini Mukherjee Foundation",Bought In,"12,000 - 18,000 USD ?",benode-behari-mukherjee,male,Indian,1904,"West Bengal, India"
1987,Anju Dodiya,Flame Play,watercolor and charcoal on paper and embroidery on mattress; diptych,2006,Height 83.5 in.; Width 54.5 in. / Height 212.1 cm.; Width 138.4 cm.,"20,000 - 30,000 USD ?",,"40,000 USD Premium ?",anju-dodiya,female,Indian,1964,"Mumbai, India"
1988,Atul Dodiya,Cracks in Mondrian - Bihar,acrylic with marble dust on canvas hinged on PVC pipe,2004-2005,Height 82 in.; Width 68 in. / Height 208.3 cm.; Width 172.7 cm.,"Christie's New York: Wednesday, March 17, 2021 [Lot 01057]
South Asian Modern + Contemporary Art Including Works by Benodebehari Mukherjee from the Mrinalini Mukherjee Foundation",Bought In,"40,000 - 60,000 USD ?",atul-dodiya,male,Indian,1959,"Mumbai, India"
1989,Atul Dodiya,Winter Light,oil on canvas,1987,Height 19.8 in.; Width 19.8 in. / Height 50.2 cm.; Width 50.2 cm.,"Christie's New York: Wednesday, September 23, 2020 [Lot 00417]
A Lasting Engagement: The Jane and Kito de Boer Collection","30,000 USD Premium","30,000 - 50,000 USD ?",atul-dodiya,male,Indian,1959,"Mumbai, India"
1990,Amrita Sher-Gil,Portrait of Denyse,oil on canvas,Circa 1932,Height 18.1 in.; Width 15 in. / Height 46 cm.; Width 38 cm.,"Christie's New York: Wednesday, March 17, 2021 [Lot 01020]
South Asian Modern + Contemporary Art Including Works by Benodebehari Mukherjee from the Mrinalini Mukherjee Foundation",Bought In,"1,800,000 - 2,800,000 USD ?",amrita-sher-gil,female,Indian,1913,"Budapest, Hungary"
1991,Utagawa Hiroshige II,Famous Views of Tokaido Road,"Thirty paintings mounted as an accordion album; ink, color and gold on silk",Height 11.9 in.; Width 13.1 in. / Height 30.2 cm.; Width 33.3 cm.,Signed,"30,000 - 40,000 USD ?",,"37,500 USD Premium ?",utagawa-hiroshige-ii,,,,
1992,Utagawa Yoshiiku,Artisans and Events of the Twelve Months,"Thirty paintings mounted as an accordion album; ink, color, gold and silver on silk",Height 11.9 in.; Width 13.1 in. / Height 30.2 cm.; Width 33.3 cm.,Signed,"20,000 - 30,000 USD ?",,"52,500 USD Premium ?",utagawa-yoshiiku,male,,1833,
1993,Toshiyuki Enoki,"Tarezaru (Hanging Monkey), 2019; Nenjiru (Pray Silently), 2020","Acrylic, ink, natural pigment and gold leaf on panel",Circa 2019-2020,Height 16.1 in.; Width 12.5 in. / Height 41 cm.; Width 31.8 cm.,"Christie's New York: Tuesday, March 16, 2021 [Lot 00019]
Japanese and Korean Art","9,375 USD Premium","3,000 - 4,000 USD ?",toshiyuki-enoki,male,Japanese,1961,"Tokyo, Japan"
1994,Toshiyuki Enoki,"Sennyu (Spring), 2017","Acrylic, ink and natural pigment on panel",2017,Height 39.4 in.; Width 31.6 in. / Height 100 cm.; Width 80.3 cm.,"Christie's New York: Tuesday, March 16, 2021 [Lot 00018]
Japanese and Korean Art","20,000 USD Premium","6,000 - 8,000 USD ?",toshiyuki-enoki,male,Japanese,1961,"Tokyo, Japan"
1995,Keisuke Serizawa,Iroha uta (Hiragana Syllabary Poem),Six stencil-dyed (katazome) silk cloths mounted as a six-panel screen,Height 60.9 in.; Width 14.8 in. / Height 154.6 cm.; Width 37.5 cm.,"Signed, Inscribed","40,000 - 60,000 USD ?",,Bought In,keisuke-serizawa,male,,,
1996,Kano Eitoku,Scenes from the Tale of Genji,"Thirty paintings mounted as an accordion album; ink, color, gold and gold flecks on silk",Height 11.9 in.; Width 13.1 in. / Height 30.2 cm.; Width 33.3 cm.,Signed,"4,000 - 6,000 USD ?",,"5,000 USD Premium ?",kano-eitoku,,Japanese,1543,
1997,Toyohara Kunichika,"Artisans, Beauties and Annual Events","Thirty paintings mounted as an accordion album; ink, color, gold and gold flecks on silk",Height 11.9 in.; Width 13.1 in. / Height 30.2 cm.; Width 33.3 cm.,Signed,"30,000 - 40,000 USD ?",,"56,250 USD Premium ?",toyohara-kunichika,male,Japanese,1835,Japan
1998,Carroll Dunham,Tree with Yellow,oil and graphite on canvas,2007,Height 24 in.; Width 30 in. / Height 61 cm.; Width 76.2 cm.,"Christie's New York: Tuesday, March 9, 2021 [Lot 00027]
Post-War to Present","35,000 USD Premium","40,000 - 60,000 USD ?",carroll-dunham,male,American,1949,"New Haven, Connecticut"
1999,Carroll Dunham,Integrated Painting No. 6,oil and mixed media on linen,1992,Height 60 in.; Width 85 in. / Height 152.4 cm.; Width 215.9 cm.,"Christie's New York: Thursday, December 3, 2020 [Lot 00421]
Post-War & Contemporary Art Day Sale, Featuring The Collection of Morton and Barbara Mandel",Bought In,"250,000 - 350,000 USD ?",carroll-dunham,male,American,1949,"New Haven, Connecticut"
2000,Carroll Dunham,"Garbage, Ratio (Shoulder)","oil, graphite and cardboard, plastic and clay collage on canvas, in two parts",Circa 2006,Height 72 in.; Width 40 in. / Height 182.8 cm.; Width 101.5 cm.,"Christie's New York: Friday, July 10, 2020 [Lot 00223]
Post-War & Contemporary Art Day Sale","56,250 USD Premium","60,000 - 80,000 USD ?",carroll-dunham,male,American,1949,"New Haven, Connecticut"
2001,Carroll Dunham,Leaf (Five),mixed media on linen,2008-2009,Height 37.1 in.; Width 43 in. / Height 94.3 cm.; Width 109.2 cm.,"Christie's New York: Thursday, March 5, 2020 [Lot 00262]
Post-War to Present","112,500 USD Premium","70,000 - 90,000 USD ?",carroll-dunham,male,American,1949,"New Haven, Connecticut"
2002,Katherine Bernhardt,Sneakers + Capri Sun,acrylic and spray paint on canvas,2014,Height 60 in.; Width 72 in. / Height 152.4 cm.; Width 182.9 cm.,"Christie's New York: Tuesday, March 9, 2021 [Lot 00081]
Post-War to Present","40,000 USD Premium","20,000 - 30,000 USD ?",katherine-bernhardt,female,American,1975,"St. Louis, United States"
2003,Katherine Bernhardt,Untitled,acrylic and spray paint on canvas,2017,Height 72 in.; Width 60 in. / Height 182.9 cm.; Width 152.4 cm.,"Christie's New York: Wednesday, October 7, 2020 [Lot 00209]
Post-War & Contemporary Art Day Sale","52,500 USD Premium","20,000 - 30,000 USD ?",katherine-bernhardt,female,American,1975,"St. Louis, United States"
2004,Katherine Bernhardt,"Sneakers, Computers, Capri Sun",acrylic and spray paint on canvas,2014,Height 96 in.; Width 120 in. / Height 243.8 cm.; Width 304.8 cm.,"Christie's New York: Friday, July 10, 2020 [Lot 00229]
Post-War & Contemporary Art Day Sale",Bought In,"40,000 - 60,000 USD ?",katherine-bernhardt,female,American,1975,"St. Louis, United States"
2005,Sherrie Levine,White Moonlight After Man Ray,oil on plywood,2016,Height 21.1 in.; Width 17.1 in. / Height 53.7 cm.; Width 43.5 cm.,"50,000 - 70,000 USD ?",,Bought In,sherrie-levine,female,American,1947,"Hazleton, PA, USA"
2006,Christo and Jeanne-Claude,"Surrounded Islands (Project for Biscayne Bay, Greater Miami, Florida)","box construction—graphite, fabric, pastel, charcoal, enamel paint, photograph by Wolfgang Volz, fabric sample and wax crayon on paperboard",1983,Height 28.3 in.; Width 22.2 in. / Height 71.8 cm.; Width 56.5 cm.,"Christie's New York: Tuesday, March 9, 2021 [Lot 00099]
Post-War to Present","112,500 USD Premium","40,000 - 60,000 USD ?",christo-and-jeanne-claude,n/a,"American, Bulgarian and Moroccan",1935,"Gabrovo, Bulgaria and Casablanca, Morocco"
2007,Richard Estes,Broadway Pastry Shop,oil on board,2006,Height 16 in.; Width 19.9 in. / Height 40.6 cm.; Width 50.5 cm.,"60,000 - 80,000 USD ?",,"93,750 USD Premium ?",richard-estes,male,American,1932,"Kewanee, Illinois"
2008,Richard Estes,Tour Bus of the World Trade Center,oil on board,2005,Height 16 in.; Width 11.8 in. / Height 40.6 cm.; Width 30 cm.,"60,000 - 80,000 USD ?",,"62,500 USD Premium ?",richard-estes,male,American,1932,"Kewanee, Illinois"
2009,Richard Estes,"Scaffolding, Broadway",oil on board,2005,Height 18 in.; Width 9 in. / Height 45.7 cm.; Width 22.9 cm.,"50,000 - 70,000 USD ?",,"37,500 USD Premium ?",richard-estes,male,American,1932,"Kewanee, Illinois"
2010,Richard Estes,NY Subway Train,oil on board,2005,Height 15 in.; Width 15 in. / Height 38.1 cm.; Width 38.1 cm.,"60,000 - 80,000 USD ?",,"50,000 USD Premium ?",richard-estes,male,American,1932,"Kewanee, Illinois"
2011,Richard Estes,J & H Grocery,oil on board,1992,Height 10.5 in.; Width 13.7 in. / Height 26.7 cm.; Width 34.9 cm.,"Christie's New York: Friday, July 10, 2020 [Lot 00232]
Post-War & Contemporary Art Day Sale","81,250 USD Premium","60,000 - 80,000 USD ?",richard-estes,male,American,1932,"Kewanee, Illinois"
2012,Dexter Dalwood,Patty Hearst's Apartment,oil on canvas,1999,Height 78 in.; Width 132 in. / Height 198.1 cm.; Width 335.3 cm.,"Christie's New York: Tuesday, March 9, 2021 [Lot 00103]
Post-War to Present","37,500 USD Premium","30,000 - 50,000 USD ?",dexter-dalwood,male,English,1960,"Bristol, United Kingdom"
2013,Dexter Dalwood,Claus von Bülow,oil on canvas,2003,Height 59.1 in.; Width 81.5 in. / Height 150.2 cm.; Width 207 cm.,"Christie's New York: Wednesday, October 7, 2020 [Lot 00417]
Post-War & Contemporary Art Day Sale","47,500 USD Premium","30,000 - 50,000 USD ?",dexter-dalwood,male,English,1960,"Bristol, United Kingdom"
2014,Kelley Walker,"Black Star Press; Star Press, Black Press, Star Press Star","triptych—silkscreened white, milk and dark chocolate over digital print on canvas",2004,Height 36 in.; Width 84 in. / Height 91.4 cm.; Width 213.4 cm.,"Christie's New York: Tuesday, March 9, 2021 [Lot 00064]
Post-War to Present","81,250 USD Premium","80,000 - 120,000 USD ?",kelley-walker,male,American,1969,"Columbus, Georgia"
2015,Rineke Dijkstra,"Kolobrzeg, Poland, 27 July 1992 (B)","chromogenic print, flush-mounted on aluminum",1992,Later Imp 2005,4/10,,,rineke-dijkstra,female,Dutch,1959,"Sittard, Netherlands"
2016,Llyn Foulkes,Portrait of Vermeer,"oil, paper collage and metal in artist's frame",1976,Height 7 in.; Width 7 in. / Height 17.8 cm.; Width 17.8 cm.,"Christie's New York: Tuesday, March 9, 2021 [Lot 00074]
Post-War to Present","7,500 USD Premium","4,000 - 6,000 USD ?",llyn-foulkes,male,American,1934,"Yakima, Washington"
2017,Kour Pour,Piracy,acrylic on canvas mounted on panel,2013,Height 96 in.; Width 72 in. / Height 243.8 cm.; Width 182.9 cm.,"Christie's New York: Tuesday, March 9, 2021 [Lot 00060]
Post-War to Present","60,000 USD Premium","50,000 - 70,000 USD ?",kour-pour,male,British,1987,"Exeter, United Kingdom"
2018,Jake and Dinos Chapman,One Day You Will No Longer Be Loved XVI,oil on canvas,2008,Height 24 in.; Width 18 in. / Height 61 cm.; Width 45.7 cm.,"20,000 - 30,000 USD ?",,Bought In,jake-and-dinos-chapman,male,British,1966 and 1962,"London, United Kingdom"
2019,Michael Kagan,Give Me All You Got,oil on linen,2020,Height 24 in.; Width 24 in. / Height 61 cm.; Width 61 cm.,"Christie's New York: Tuesday, March 9, 2021 [Lot 00086]
Post-War to Present","35,000 USD Premium","20,000 - 30,000 USD ?",michael-kagan,male,American,1980,
2020,Michael Kagan,Buzz,oil on linen,2020,Height 36 in.; Width 36 in. / Height 91.4 cm.; Width 91.4 cm.,"Christie's New York: Friday, July 10, 2020 [Lot 00133]
Post-War & Contemporary Art Day Sale","106,250 USD Premium","25,000 - 35,000 USD ?",michael-kagan,male,American,1980,
2021,Michael Kagan,Conrad,oil on linen,2017,Height 40 in.; Width 30 in. / Height 101.6 cm.; Width 76.2 cm.,"Christie's New York: Thursday, March 5, 2020 [Lot 00216]
Post-War to Present","40,000 USD Premium","25,000 - 35,000 USD ?",michael-kagan,male,American,1980,
2022,Angel Otero,"Bacchus, Dionysus (after Poussin)",oil and oil paint skins collage on canvas,2012,Height 75 in.; Width 98 in. / Height 190.5 cm.; Width 248.9 cm.,"Christie's New York: Tuesday, March 9, 2021 [Lot 00088]
Post-War to Present","156,250 USD Premium","25,000 - 35,000 USD ?",angel-otero,male,Puerto Rican,1981,"Santurce, Puerto Rico"
2023,Richard Aldrich,Untitled 3 of 3,oil and wax on panel,2011,Height 14.8 in.; Width 10.9 in. / Height 37.5 cm.; Width 27.6 cm.,"Christie's New York: Tuesday, March 9, 2021 [Lot 00140]
Post-War to Present","7,500 USD Premium","3,000 - 5,000 USD ?",richard-aldrich,male,American,1975,"Hampton, United States"
2024,Richard Aldrich,Untitled,oil and wax on panel,2010,Height 14.8 in.; Width 11.5 in. / Height 37.5 cm.; Width 29.2 cm.,"Christie's New York: Thursday, December 3, 2020 [Lot 00493]
Post-War & Contemporary Art Day Sale, Featuring The Collection of Morton and Barbara Mandel","11,875 USD Premium","4,000 - 6,000 USD ?",richard-aldrich,male,American,1975,"Hampton, United States"
2025,Stik,Raindrops,acrylic on masonite,2009,Height 48 in.; Width 24 in. / Height 121.9 cm.; Width 61 cm.,"Christie's New York: Tuesday, March 9, 2021 [Lot 00082]
Post-War to Present","118,750 USD Premium","50,000 - 70,000 USD ?",stik,male,British,1979,"London, United Kingdom"
2026,Landon Metz,Untitled,dye on canvas,2016,Height 80 in.; Width 64 in. / Height 203.2 cm.; Width 162.6 cm.,"Christie's New York: Tuesday, March 9, 2021 [Lot 00089]
Post-War to Present","21,250 USD Premium","10,000 - 15,000 USD ?",landon-metz,male,American,1985,"Phoenix, AZ, USA"
2027,Landon Metz,Untitled (A1),dye on canvas,2016,Height 74.1 in.; Width 59.5 in. / Height 188.3 cm.; Width 151.1 cm.,"Christie's New York: Wednesday, October 7, 2020 [Lot 00437]
Post-War & Contemporary Art Day Sale","18,125 USD Premium","10,000 - 15,000 USD ?",landon-metz,male,American,1985,"Phoenix, AZ, USA"
2028,Ken Grimes,Saucer with Waves,acrylic on canvas,Height 24 in.; Width 36 in. / Height 61 cm.; Width 91.4 cm.,Signed,"1,500 - 3,000 USD ?",,"3,750 USD Premium ?",ken-grimes,male,,1947,
2029,Ken Grimes,Alien Influence?,acrylic on canvas,1993,Height 40 in.; Width 30 in. / Height 101.6 cm.; Width 76.2 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00008]
Outsider and Vernacular Art","6,000 USD Premium","2,000 - 4,000 USD ?",ken-grimes,male,,1947,
2030,Thornton Dial,Representative,mixed media on canvas mounted on board,1994,Height 65 in.; Width 58 in.; Depth 17.5 in. / Height 165.1 cm.; Width 147.3 cm.; Depth 44.4 cm.,"20,000 - 40,000 USD ?",,"37,500 USD Premium ?",thornton-dial,male,American,1928,"Emelle, United States"
2031,Thornton Dial,Creation of Life in the Blackberry Patch,"carpet, enamel, spray paint and Splash Zone compound on canvas on wood",2003,Height 73.5 in.; Width 73 in. / Height 186.7 cm.; Width 185.4 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00043]
Outsider and Vernacular Art","150,000 USD Premium","40,000 - 80,000 USD ?",thornton-dial,male,American,1928,"Emelle, United States"
2032,Thornton Dial,Oh What a Big Fish,mixed media on canvas,1993,Height 66 in.; Width 78 in. / Height 167.6 cm.; Width 198.1 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00047]
Outsider and Vernacular Art","35,000 USD Premium","25,000 - 50,000 USD ?",thornton-dial,male,American,1928,"Emelle, United States"
2033,Thornton Dial,Looking for The Signs,mixed media and oil on canvas mounted on board,Height 50 in.; Width 80 in.; Depth 6.5 in. / Height 127 cm.; Width 203.2 cm.; Depth 16.5 cm.,Signed,"20,000 - 40,000 USD ?",,"71,250 USD Premium ?",thornton-dial,male,American,1928,"Emelle, United States"
2034,Thornton Dial,Mixed Media Assemblage,"paint, rope and carpet on canvas wrapped around repurposed wood",Height 36 in.; Width 49 in. / Height 91.4 cm.; Width 124.5 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00044]
Outsider and Vernacular Art","10,000 USD Premium ?",,,thornton-dial,male,American,1928,"Emelle, United States"
2035,Thornton Dial,Almost Black,"clothing, tin, oil, enamel and spray paint on canvas laid down on wood",2004,Height 85 in.; Width 60 in. / Height 215.9 cm.; Width 152.4 cm.,"25,000 - 50,000 USD ?",,"125,000 USD Premium ?",thornton-dial,male,American,1928,"Emelle, United States"
2036,Thornton Dial,The Beginning of the World,mixed media on plywood,1988-1989,Height 48 in.; Width 100 in. / Height 121.9 cm.; Width 254 cm.,"20,000 - 40,000 USD ?",,"75,000 USD Premium ?",thornton-dial,male,American,1928,"Emelle, United States"
2037,Thornton Dial,The Tiger Will Stand By His Lady,oil on canvas,Height 36 in.; Width 48 in. / Height 91.4 cm.; Width 121.9 cm.,Signed,"7,000 - 10,000 USD ?",,"17,500 USD Premium ?",thornton-dial,male,American,1928,"Emelle, United States"
2038,Thornton Dial,Scratches,"wire, cloth, enamel, and mixed media on canvas laid down on board",2007,Height 56 in.; Width 56 in. / Height 142.2 cm.; Width 142.2 cm.,"Christie's New York: Friday, January 17, 2020 [Lot 00045]
Outsider Art","47,500 USD Premium","20,000 - 40,000 USD ?",thornton-dial,male,American,1928,"Emelle, United States"
2039,Clementine Hunter,Baptizing on Cane River,oil on canvas board,1974,Height 18 in.; Width 24 in. / Height 45.7 cm.; Width 61 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00018]
Outsider and Vernacular Art","25,000 USD Premium","4,000 - 6,000 USD ?",clementine-hunter,female,American,1886/7,"Cloutierville, LA, USA"
2040,Clementine Hunter,"Sunday on Cane River, Louisiana",oil on plywood,1955,Height 32.8 in.; Width 59.3 in. / Height 83.2 cm.; Width 150.5 cm.,"12,000 - 18,000 USD ?",,"22,500 USD Premium ?",clementine-hunter,female,American,1886/7,"Cloutierville, LA, USA"
2041,Clementine Hunter,The Cotton Gin,oil on paperboard,1965,Height 15.5 in.; Width 23.5 in. / Height 39.4 cm.; Width 59.7 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00017]
Outsider and Vernacular Art","20,000 USD Premium","4,000 - 6,000 USD ?",clementine-hunter,female,American,1886/7,"Cloutierville, LA, USA"
2042,Clementine Hunter,Clementine In Her Flower Garden,oil on canvas board,1984,Height 18 in.; Width 24 in. / Height 45.7 cm.; Width 61 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00024]
Outsider and Vernacular Art","32,500 USD Premium","3,000 - 5,000 USD ?",clementine-hunter,female,American,1886/7,"Cloutierville, LA, USA"
2043,Clementine Hunter,Funeral,oil on paperboard,1957,Height 18 in.; Width 23.8 in. / Height 45.7 cm.; Width 60.3 cm.,"Christie's New York: Friday, January 17, 2020 [Lot 00005]
Outsider Art","17,500 USD Premium","5,000 - 10,000 USD ?",clementine-hunter,female,American,1886/7,"Cloutierville, LA, USA"
2044,Clementine Hunter,Baptism,oil on canvasboard,Circa 1955-1959,"Christie's New York: Friday, January 17, 2020 [Lot 00108]
Outsider Art","17,500 USD Premium ?",,,clementine-hunter,female,American,1886/7,"Cloutierville, LA, USA"
2045,Clementine Hunter,Funeral,oil on canvasboard,Circa 1970-1974,Height 18 in.; Width 24 in. / Height 45.7 cm.; Width 61 cm.,"Christie's New York: Friday, January 17, 2020 [Lot 00109]
Outsider Art","9,375 USD Premium","3,000 - 5,000 USD ?",clementine-hunter,female,American,1886/7,"Cloutierville, LA, USA"
2046,Clementine Hunter,Sugar Cane Syrup Makin',oil on canvasboard,1979,Height 18 in.; Width 24 in. / Height 45.7 cm.; Width 61 cm.,"Christie's New York: Friday, January 17, 2020 [Lot 00006]
Outsider Art","6,250 USD Premium","4,000 - 8,000 USD ?",clementine-hunter,female,American,1886/7,"Cloutierville, LA, USA"
2047,Clementine Hunter,Melrose Complex #2,oil on board,1981,Height 15 in.; Width 30 in. / Height 38.1 cm.; Width 76.2 cm.,"Christie's New York: Friday, January 17, 2020 [Lot 00031]
Outsider Art","21,250 USD Premium","5,000 - 10,000 USD ?",clementine-hunter,female,American,1886/7,"Cloutierville, LA, USA"
2048,Clementine Hunter,Uncle Tom in the Garden,oil on canvasboard,1979,Height 18 in.; Width 24 in. / Height 45.7 cm.; Width 61 cm.,"Christie's New York: Friday, January 17, 2020 [Lot 00032]
Outsider Art","15,000 USD Premium","3,000 - 5,000 USD ?",clementine-hunter,female,American,1886/7,"Cloutierville, LA, USA"
2049,Elijah Pierce,Jonah and the Fish,"paint and metallic paint on carved wood backed with cardboard, in artist-made frame",1980,Height 11.3 in.; Width 29 in. / Height 28.6 cm.; Width 73.7 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00050]
Outsider and Vernacular Art","60,000 USD Premium","10,000 - 15,000 USD ?",elijah-pierce,male,American,1892,"Baldwyn, MS, USA"
2050,Howard Finster,"The Endless Circle, Mr. Coke, #14,146",enamel and ink on wood cutout,1990,Height 34 in.; Width 10.5 in. / Height 86.4 cm.; Width 26.7 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00063]
Outsider and Vernacular Art","4,750 USD Premium","1,000 - 2,000 USD ?",howard-finster,male,American,1916,"Valley Head, Alabama"
2051,Howard Finster,"The River of Life From the Sun of God #14,448, 1990; Future of a Crowded World #14,450, 1990; Swinging Bridge #14,454, 1990",enamel and ink on paperboard; enamel and ink on board; enamel and ink on canvas board,1990,Height 11 in.; Width 14 in. / Height 27.9 cm.; Width 35.6 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00062]
Outsider and Vernacular Art","3,000 USD Premium","3,000 - 5,000 USD ?",howard-finster,male,American,1916,"Valley Head, Alabama"
2052,Howard Finster,"The Endless Circle, Eat Drink and Be Merry, #13,979",enamel and ink on wood cutout,1990,Height 34 in.; Width 10 in. / Height 86.4 cm.; Width 25.4 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00064]
Outsider and Vernacular Art","5,250 USD Premium","1,000 - 2,000 USD ?",howard-finster,male,American,1916,"Valley Head, Alabama"
2053,Howard Finster,Stay Right with God,enamel and ink on cut plywood,1989,Height 13 in.; Width 50 in. / Height 33 cm.; Width 127 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00088]
Outsider and Vernacular Art","2,750 USD Premium","800 - 1,200 USD ?",howard-finster,male,American,1916,"Valley Head, Alabama"
2054,Howard Finster,"The Empty Road, #6,219",enamel on board with original frame,1987,Height 31.4 in.; Width 33.4 in. / Height 79.7 cm.; Width 84.8 cm.,"Christie's New York: Friday, January 17, 2020 [Lot 00034]
Outsider Art","7,500 USD Premium","4,000 - 6,000 USD ?",howard-finster,male,American,1916,"Valley Head, Alabama"
2055,William Matthew Prior,Portrait of an Child Holding a Spray of Red Berries,oil on board,Height 14.5 in.; Width 10.5 in. / Height 36.8 cm.; Width 26.7 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00333]
In Praise of America: Important American Furniture, Folk Art, Silver, Prints and Broadsides","30,000 USD Premium ?",,,william-matthew-prior,male,,1806,
2056,William Matthew Prior,Portrait of William Henry Liscomb as a Young Boy,oil on canvas,1854,Height 36.3 in.; Width 28 in. / Height 92.1 cm.; Width 71.1 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00168]
In Praise of America: Important American Furniture, Folk Art, Silver, Prints and Broadsides","47,500 USD Premium","40,000 - 60,000 USD ?",william-matthew-prior,male,,1806,
2057,William Hawkins,Indian Landing,enamel on masonite,Height 24 in.; Width 47 in. / Height 61 cm.; Width 119.4 cm.,Signed,"15,000 - 30,000 USD ?",,"12,500 USD Premium ?",william-hawkins,,,,
2058,William Hawkins,Dino,enamel and metallic paint on repurposed panel with original repurposed frame,Height 38.3 in.; Width 21.8 in. / Height 97.2 cm.; Width 55.2 cm.,Signed,"8,000 - 12,000 USD ?",,"8,125 USD Premium ?",william-hawkins,,,,
2059,William Hawkins,Eagle and Serpent,enamel on board,Circa 1982,Height 47.5 in.; Width 59.5 in. / Height 120.6 cm.; Width 151.1 cm.,"Christie's New York: Friday, January 17, 2020 [Lot 00076]
Outsider Art","43,750 USD Premium","30,000 - 50,000 USD ?",william-hawkins,,,,
2060,William Hawkins,Peacock Express,enamel on repurposed plastic and wood board,Circa 1982,Height 26.9 in.; Width 46.3 in. / Height 68.3 cm.; Width 117.5 cm.,"Christie's New York: Friday, January 17, 2020 [Lot 00083]
Outsider Art","30,000 USD Premium","15,000 - 30,000 USD ?",william-hawkins,,,,
2061,William Hawkins,Two Dinosaurs Wrestling,"enamel, cornmeal and collage on Masonite",1989,Height 48 in.; Width 56.5 in. / Height 121.9 cm.; Width 143.5 cm.,"Christie's New York: Friday, January 17, 2020 [Lot 00080]
Outsider Art","45,000 USD Premium","30,000 - 50,000 USD ?",william-hawkins,,,,
2062,Attributed to James Frothingham,Portrait of a Man,oil on canvas on board,Height 27 in.; Width 22.8 in. / Height 68.6 cm.; Width 57.8 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00201]
In Praise of America: Important American Furniture, Folk Art, Silver, Prints and Broadsides",Bought In,,,james-frothingham,male,American,1786,
